Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
MZ375321_37	UJQ70584.1|GH90	99.5	557	3	0	1	557	1	557	0.0	1054
MZ375329_36	UJQ70584.1|GH90	99.9	675	1	0	1	675	1	675	0.0	1275
MZ375330_35	UJQ70584.1|GH90	99.9	675	1	0	1	675	1	675	0.0	1276
MZ375333_37	UJQ70584.1|GH90	99.9	675	1	0	1	675	1	675	0.0	1277
MZ375335_37	UJD19916.1|GH90	98.9	565	6	0	1	565	1	565	0.0	1061
MZ375336_36	UJD19916.1|GH90	99.1	565	5	0	1	565	1	565	0.0	1063
MZ375343_35	UJQ70584.1|GH90	99.9	675	1	0	1	675	1	675	0.0	1276
MZ375355_31	UJQ70584.1|GH90	99.9	675	1	0	1	675	1	675	0.0	1276
MZ375357_36	WDS51544.1|GH90	94.8	1033	54	0	1	1033	1	1033	0.0	1876
NC_016570_169	QIO03412.1|GH90	93.3	520	33	1	1	520	1	518	0.0	948
NC_016761_21	QQH38918.1|GH90	100.0	769	0	0	1	769	1	769	0.0	1542
NC_019452_167	UJQ70782.1|GH90	89.5	541	51	3	1	537	1	539	0.0	934
NC_021782_67	AGF88391.1|GH90	100.0	709	0	0	1	709	1	709	0.0	1335
NC_022768_38	AGY47761.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1405
NC_022772_39	AGY47556.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1405
NC_024122_129	UJQ70782.1|GH90	96.7	489	16	0	1	489	1	489	0.0	937
NC_024122_130	AHV82546.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1338
NC_025418_53	YP_009098385.1|PL0	100.0	651	0	0	1	651	1	651	0.0	1223
NC_027399_538	AFA44802.1|GH0	89.2	259	28	0	1	259	89	347	1.61e-145	458
NC_028670_54	YP_009098385.1|PL0	98.0	651	13	0	1	651	1	651	0.0	1202
NC_031025_50	YP_009098385.1|PL0	95.1	651	32	0	1	651	1	651	0.0	1193
NC_031045_4	APD18472.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1402
NC_031045_5	UJQ70782.1|GH90	97.5	485	12	0	1	485	1	485	0.0	936
NC_031128_114	ANO57921.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1338
NC_031128_115	QIO03412.1|GH90	94.6	518	23	1	1	518	1	513	0.0	947
NC_031246_50	AMQ66478.1|PL0	100.0	651	0	0	1	651	1	651	0.0	1224
NC_042041_41	QTH79846.1|GH0	89.3	582	55	2	147	721	32	613	0.0	1064
NC_042061_131	AFU64269.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1408
NC_042061_132	WYA89931.1|GH90	98.2	487	9	0	1	487	1	487	0.0	946
NC_049378_96	ARB12243.1|GH90	100.0	612	0	0	1	612	1	612	0.0	1159
NC_049378_98	UJQ70782.1|GH90	96.5	489	17	0	1	489	1	489	0.0	939
NC_049382_75	QIO03412.1|GH90	93.8	520	30	1	1	520	1	518	0.0	950
NC_049396_161	QIO03412.1|GH90	94.6	518	23	1	1	518	1	513	0.0	946
NC_049427_173	UJQ70937.1|GH90	96.1	488	18	1	1	488	1	487	0.0	927
NC_049428_41	WYA89931.1|GH90	95.1	490	24	0	1	490	1	490	0.0	932
NC_049428_42	AUG88180.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1336
NC_049433_176	WYA89931.1|GH90	96.5	489	17	0	1	489	1	489	0.0	939
NC_049433_177	AVZ45055.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1336
NC_049439_55	AXY86446.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1409
NC_049440_53	AXY86647.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1406
NC_049440_54	UJQ70782.1|GH90	98.2	489	9	0	1	489	1	489	0.0	949
NC_049443_1	WYA83777.1|GH90	100.0	542	0	0	1	542	157	698	0.0	1098
NC_049443_203	QIO03412.1|GH90	94.4	518	24	1	1	518	1	513	0.0	946
NC_049495_133	UJQ70782.1|GH90	87.6	558	41	2	1	553	1	535	0.0	944
NC_049495_134	QIO02154.1|GH90	95.0	698	35	0	1	698	1	698	0.0	1332
NC_049496_128	AXY86647.1|GH90	99.9	698	1	0	1	698	1	698	0.0	1404
NC_049496_129	UJQ70782.1|GH90	97.9	485	10	0	1	485	1	485	0.0	941
NC_049497_93	UJQ70782.1|GH90	97.7	485	11	0	1	485	1	485	0.0	937
NC_049497_94	ASZ77708.1|GH90	99.7	698	2	0	1	698	1	698	0.0	1401
NC_049500_6	QIO03412.1|GH90	81.1	625	84	7	1	604	1	612	0.0	946
NC_049500_7	QIO02154.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1402
NC_049501_1	UJQ70782.1|GH90	97.1	307	9	0	1	307	179	485	1.69e-190	573
NC_049504_6	QIO03412.1|GH90	94.8	518	22	1	1	518	1	513	0.0	947
NC_049504_7	ASZ77708.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1403
NC_049505_6	UJQ70782.1|GH90	98.1	485	9	0	1	485	1	485	0.0	941
NC_049506_6	UJQ70782.1|GH90	96.5	489	17	0	1	489	1	489	0.0	938
NC_049506_7	QIQ62279.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1404
NC_049507_5	QIO03412.1|GH90	97.1	487	14	0	1	487	1	487	0.0	936
NC_049507_6	QIO03211.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1408
NC_049508_6	QIO03412.1|GH90	100.0	1024	0	0	1	1024	1	1024	0.0	2041
NC_049512_106	QEI23409.1|GH90	100.0	1024	0	0	1	1024	1	1024	0.0	2049
NC_054639_63	AXC43026.1|GH90	100.0	676	0	0	1	676	1	676	0.0	1292
NC_054643_85	WDE69722.1|GH90	100.0	454	0	0	1	454	1	454	0.0	925
NC_054644_60	AXQ70378.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1277
NC_054645_9	ARK07741.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1277
NC_054646_44	QHB48559.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1278
OK539832_125	UJQ70937.1|GH90	78.5	643	108	8	1	631	1	625	0.0	935
OK539832_126	UGL60232.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1401
OK625527_1	YP_009098385.1|PL0	55.8	652	283	4	1	648	1	651	7.350000000000001e-251	711
OL656110_161	UJQ70782.1|GH90	84.8	488	73	1	1	488	1	487	1.0699999999999999e-284	819
OL744215_1	YP_009098385.1|PL0	65.0	337	118	0	1	337	315	651	4.2e-155	455
OL744218_1	YP_009098385.1|PL0	65.0	337	118	0	1	337	315	651	2.96e-155	455
OL964734_38	UJD19916.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1278
OL964738_39	UJQ70286.1|GH90	100.0	1024	0	0	1	1024	1	1024	0.0	2056
OL964744_37	UJQ70713.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1278
OL964746_36	UJQ70782.1|GH90	100.0	807	0	0	1	807	1	807	0.0	1606
OL964751_36	UJD20518.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1278
OL964752_36	UJQ70584.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1278
OL964753_36	UJQ70937.1|GH90	100.0	807	0	0	1	807	1	807	0.0	1606
OM367911_168	QIO03412.1|GH90	94.8	518	22	1	1	518	1	513	0.0	947
OM681507_133	QEI23409.1|GH90	92.7	518	33	1	1	518	1	513	0.0	932
OM688977_55	QIO03412.1|GH90	96.2	496	19	0	1	496	1	496	0.0	941
OM816837_2	YP_009098385.1|PL0	97.7	652	14	1	1	652	1	651	0.0	1205
ON169961_115	QIO03412.1|GH90	97.3	489	13	0	1	489	1	489	0.0	937
ON169962_117	QIO03412.1|GH90	97.3	489	13	0	1	489	1	489	0.0	938
ON169962_118	URQ08738.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1410
ON169963_114	UJQ70782.1|GH90	97.5	487	12	0	1	487	1	487	0.0	942
ON169963_115	URQ09038.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1411
ON184126_1	UJQ70782.1|GH90	84.9	285	42	1	2	286	204	487	5.62e-154	476
ON323462_169	UJQ70937.1|GH90	53.7	505	212	9	1	504	1	484	1.41e-159	496
ON470605_8	AQW03046.1|GH58	100.0	981	0	0	1	981	1	981	0.0	1999
ON602748_34	YP_009098385.1|PL0	92.6	651	48	0	1	651	1	651	0.0	1157
ON809559_34	YP_009098385.1|PL0	98.2	651	12	0	1	651	1	651	0.0	1211
ON809764_201	WDS51544.1|GH90	100.0	1034	0	0	1	1034	1	1034	0.0	1979
ON862890_1	UJQ70937.1|GH90	78.0	545	112	3	5	542	1	544	3.15e-286	825
OOM_MN176573_8	WQZ00020.1|GH24	68.0	693	221	1	551	1243	156	847	1.66e-313	901
OOM_MZ826764_151	UJQ70937.1|GH90	60.4	417	159	6	1	416	1	412	1.97e-150	477
OOM_NC_047900_31	UJQ70937.1|GH90	60.7	417	158	6	1	416	1	412	4.84e-152	481
OOM_OR982685_9	WQZ00020.1|GH24	100.0	692	0	0	551	1242	156	847	0.0	1296
OOM_OZ240615_354	WQZ00020.1|GH24	36.2	683	395	16	626	1287	165	827	3.48e-104	356
OOM_PP728208_47	WQZ00020.1|GH24	93.2	692	30	3	551	1225	156	847	0.0	1248
OOM_PP889483_51	WQZ00020.1|GH24	95.5	692	31	0	551	1242	156	847	0.0	1242
OOM_PQ133599_42	WQZ00020.1|GH24	98.1	692	13	0	551	1242	156	847	0.0	1272
OOM_PV155695_6	WQZ00020.1|GH24	99.7	692	2	0	551	1242	156	847	0.0	1291
OOM_PV588648_36	UJQ70937.1|GH90	59.5	417	163	6	1	416	1	412	5.72e-149	473
OOM_PV588649_37	UJQ70782.1|GH90	54.0	483	215	7	1	481	1	478	1.06e-149	475
OOM_PX670392.1_52	WQZ00020.1|GH24	67.8	693	222	1	551	1243	156	847	3.91e-309	890
OP079918_46	YP_009098385.1|PL0	69.3	228	70	0	3	230	424	651	9.37e-106	324
OP423032_38	AYC62343.1|GH90	99.9	698	1	0	1	698	1	698	0.0	1409
OP610151_174	WYA89931.1|GH90	98.2	487	9	0	1	487	1	487	0.0	946
OP828573_111	QIO03412.1|GH90	94.4	518	24	1	1	518	1	513	0.0	946
OP828573_112	WAK45313.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1337
OP924281_91	QDB70215.1|GH90	100.0	183	0	0	1	183	1	183	1.02e-123	369
OP978318_173	WBF04344.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1336
OP978318_174	UJQ70782.1|GH90	97.1	485	14	0	1	485	1	485	0.0	934
OP991882_202	UJQ70782.1|GH90	96.7	489	16	0	1	489	1	489	0.0	940
OP991882_203	WBL99283.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1337
OQ267695_22	WDE69722.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1280
OQ359883_170	UJQ70782.1|GH90	96.7	486	15	1	1	486	1	485	0.0	928
OQ359884_174	WDR21457.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1405
OQ455241.1_81	AHV82546.1|GH90	99.9	708	1	0	1	708	1	708	0.0	1336
OQ455241.1_82	UJQ70782.1|GH90	96.3	489	18	0	1	489	1	489	0.0	934
OQ503491_12	YP_009098385.1|PL0	94.5	651	36	0	1	651	1	651	0.0	1184
OQ660437_37	UJQ70782.1|GH90	96.9	486	14	1	1	486	1	485	0.0	929
OQ734493_19	YP_009098385.1|PL0	96.8	651	21	0	1	651	1	651	0.0	1184
OQ871562_48	YP_009098385.1|PL0	97.8	651	14	0	1	651	1	651	0.0	1207
OQ973471_187	UJQ70937.1|GH90	81.5	531	84	2	1	526	1	522	5.82e-297	852
OR122688_1	WLI71484.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1407
OR122688_207	WYA89931.1|GH90	97.9	487	10	0	1	487	1	487	0.0	945
OR228402_191	QIO03412.1|GH90	46.6	506	135	6	1	375	1	502	8e-114	385
OR242317_2	WPJ70386.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1335
OR242317_3	QIO03412.1|GH90	97.1	487	14	0	1	487	1	487	0.0	938
OR260414_77	ARK07741.1|GH90	99.3	675	5	0	1	675	1	675	0.0	1268
OR449012_35	UJQ70782.1|GH90	98.4	485	8	0	1	485	1	485	0.0	941
OR532809_40	QTH79846.1|GH0	88.5	582	60	2	147	721	32	613	0.0	1051
OR532830_7	YP_009098385.1|PL0	98.0	651	13	0	1	651	1	651	0.0	1200
OR532831_7	YP_009098385.1|PL0	97.8	651	14	0	1	651	1	651	0.0	1199
OR532832_7	YP_009098385.1|PL0	97.7	651	15	0	1	651	1	651	0.0	1198
OR532837_7	YP_009098385.1|PL0	98.6	651	9	0	1	651	1	651	0.0	1207
OR532838_7	YP_009098385.1|PL0	97.4	651	17	0	1	651	1	651	0.0	1197
OR532843_7	YP_009098385.1|PL0	97.2	651	18	0	1	651	1	651	0.0	1194
OR532847_10	YP_009098385.1|PL0	54.8	652	290	4	1	648	1	651	3.43e-244	694
OR532880_40	QTH79846.1|GH0	88.3	582	61	2	147	721	32	613	0.0	1051
OR532883_11	YP_009098385.1|PL0	53.4	652	295	5	1	644	1	651	1.04e-234	670
OR532888_7	YP_009098385.1|PL0	98.6	651	9	0	1	651	1	651	0.0	1207
OR532893_7	YP_009098385.1|PL0	94.5	651	36	0	1	651	1	651	0.0	1184
OR532898_7	YP_009098385.1|PL0	96.9	651	20	0	1	651	1	651	0.0	1190
OR532900_7	YP_009098385.1|PL0	98.8	651	8	0	1	651	1	651	0.0	1208
OR532907_40	QTH79846.1|GH0	88.3	582	61	2	147	721	32	613	0.0	1047
OR710291_116	WYA89931.1|GH90	100.0	1024	0	0	1	1024	1	1024	0.0	2051
OR729889_201	WRQ13382.1|GH90	100.0	709	0	0	1	709	1	709	0.0	1333
OR729889_204	QIO03412.1|GH90	93.8	520	30	1	1	520	1	518	0.0	950
OR757456_21	WQY99909.1|GH90	100.0	571	0	0	1	571	6	576	0.0	1149
OR776998_155	UJQ70937.1|GH90	86.8	491	64	1	1	491	1	490	3.4800000000000004e-294	841
OR844942_55	QEI24110.1|GH90	98.9	698	8	0	1	698	1	698	0.0	1400
OR844942_56	UJQ70782.1|GH90	98.4	485	8	0	1	485	1	485	0.0	944
OR863360_190	UJQ70782.1|GH90	98.1	485	9	0	1	485	1	485	0.0	939
OR863362_185	QEI24110.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1412
OR863362_186	UJQ70937.1|GH90	97.3	487	13	0	1	487	1	487	0.0	942
OR885871_41	UJQ70937.1|GH90	96.9	487	15	0	1	487	1	487	0.0	937
OR921208_19	WRQ11846.1|GH90	100.0	676	0	0	1	676	1	676	0.0	1292
OR939735_4	WQY91019.1|GH90	100.0	676	0	0	1	676	1	676	0.0	1291
OU509534_56	YP_009098385.1|PL0	95.1	651	32	0	1	651	1	651	0.0	1159
OX335379_1	YP_009098385.1|PL0	98.0	651	13	0	1	651	1	651	0.0	1200
OX335402_48	UJQ70937.1|GH90	54.7	505	207	11	1	504	1	484	5.489999999999999e-159	495
OX335428_53	YP_009098385.1|PL0	98.2	651	12	0	1	651	1	651	0.0	1202
OY979392_47	XCO37390.1|GH28	60.5	385	136	6	1	371	1	383	1.41e-127	409
OY979398_10	YP_009098385.1|PL0	56.1	652	281	4	1	648	1	651	4.5e-252	714
OY979411_8	YP_009098385.1|PL0	98.8	651	8	0	1	651	1	651	0.0	1208
PP442062_11	YP_009098385.1|PL0	95.1	651	32	0	1	651	1	651	0.0	1191
PP533474_199	WYA83777.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1402
PP533474_200	QIO03412.1|GH90	97.1	490	14	0	1	490	1	490	0.0	941
PP588724_15	QIO03412.1|GH90	94.0	518	26	1	1	518	1	513	0.0	943
PP588724_16	AXC40877.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1401
PP663283_52	YP_009098385.1|PL0	94.9	651	33	0	1	651	1	651	0.0	1173
PP706106_45	XAG94828.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1350
PP706106_46	QIO03412.1|GH90	97.3	487	13	0	1	487	1	487	0.0	937
PP761450_176	UJQ70782.1|GH90	60.8	783	246	15	11	782	1	733	1.92e-288	834
PP836776_47	YP_009098385.1|PL0	96.3	651	24	0	1	651	1	651	0.0	1182
PP856726_201	QEI23409.1|GH90	98.6	489	7	0	1	489	1	489	0.0	952
PP856728_8	CAB5508835.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1409
PP856729_67	QEI23409.1|GH90	98.6	489	7	0	1	489	1	489	0.0	952
PP856729_68	XCH41735.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1364
PP882722_23	YP_009098385.1|PL0	96.6	651	22	0	1	651	1	651	0.0	1197
PP889474_7	YP_009098385.1|PL0	97.5	651	16	0	1	651	1	651	0.0	1190
PP889484_7	YP_009098385.1|PL0	98.3	651	11	0	1	651	1	651	0.0	1202
PP926505_56	XDJ00159.1|GH90	100.0	1034	0	0	1	1034	1	1034	0.0	1980
PP934444_49	YP_009098385.1|PL0	97.5	651	16	0	1	651	1	651	0.0	1200
PP994976_140	XCX11015.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1336
PP994976_141	UJQ70782.1|GH90	97.5	485	12	0	1	485	1	485	0.0	933
PQ126513_12	XDR06003.1|GH90	100.0	675	0	0	1	675	1	675	0.0	1277
PQ133005_50	YP_009098385.1|PL0	95.1	651	32	0	1	651	1	651	0.0	1178
PQ133006_50	YP_009098385.1|PL0	95.2	651	31	0	1	651	1	651	0.0	1180
PQ133615_1	YP_009098385.1|PL0	96.5	651	23	0	1	651	1	651	0.0	1196
PQ306799_157	XIF73302.1|GH90	100.0	708	0	0	1	708	1	708	0.0	1335
PQ306799_158	UJQ70937.1|GH90	86.4	491	66	1	11	501	1	490	1.5899999999999998e-292	837
PQ308734_53	YP_009098385.1|PL0	54.9	652	289	4	1	648	1	651	2.9900000000000003e-245	697
PQ362313_49	YP_009098385.1|PL0	96.5	651	23	0	1	651	1	651	0.0	1173
PQ394119_47	YP_009098385.1|PL0	97.8	651	14	0	1	651	1	651	0.0	1196
PQ465216_33	XMR90338.1|GH90	100.0	676	0	0	1	676	1	676	0.0	1291
PQ530295_5	YP_009098385.1|PL0	96.3	651	24	0	1	651	1	651	0.0	1195
PQ569991.1_196	UJQ70782.1|GH90	97.9	485	10	0	1	485	1	485	0.0	942
PQ569991.1_197	AYJ73682.1|GH90	98.3	698	12	0	1	698	1	698	0.0	1390
PQ570679_50	YP_009098385.1|PL0	55.4	652	286	4	1	648	1	651	1.48e-250	711
PQ657801_7	YP_009098385.1|PL0	54.4	652	288	5	1	644	1	651	2.59e-240	684
PQ678705_1	YP_009098385.1|PL0	97.2	651	18	0	1	651	1	651	0.0	1198
PQ678706_30	YP_009098385.1|PL0	97.4	651	17	0	1	651	1	651	0.0	1199
PQ741857_7	YP_009098385.1|PL0	93.4	651	43	0	1	651	1	651	0.0	1181
PV112475_1	UJD20518.1|GH90	99.7	289	1	0	1	289	1	289	9.129999999999999e-207	585
PV112475_82	XDR06003.1|GH90	99.3	427	3	0	1	427	249	675	1.0299999999999999e-277	771
PV231795_49	YP_009098385.1|PL0	97.2	651	18	0	1	651	1	651	0.0	1201
PV636258.1_11	ANO57921.1|GH90	99.9	708	1	0	1	708	1	708	0.0	1338
PV730299_13	UJQ70782.1|GH90	77.5	550	112	3	11	560	1	538	4.9e-284	818
PV872879_1	YP_009098385.1|PL0	92.9	651	46	0	1	651	1	651	0.0	1170
PX060903.1_7	YP_009098385.1|PL0	95.2	651	31	0	1	651	1	651	0.0	1179
PX104388_190	UJQ70782.1|GH90	95.5	486	21	1	1	486	1	485	0.0	917
PX104388_191	QIQ61872.1|GH90	100.0	698	0	0	1	698	1	698	0.0	1408
PX282428_198	UJQ70782.1|GH90	90.8	541	44	3	1	537	1	539	0.0	954
PX670396.1_8	YP_009098385.1|PL0	56.0	652	282	4	1	648	1	651	2.58e-251	712
PX670400.1_7	YP_009098385.1|PL0	94.6	651	35	0	1	651	1	651	0.0	1192
PX670403.1_7	YP_009098385.1|PL0	97.5	652	15	1	1	652	1	651	0.0	1198
PX670405.1_7	YP_009098385.1|PL0	97.8	651	14	0	1	651	1	651	0.0	1204
PX670411.1_7	YP_009098385.1|PL0	98.0	651	13	0	1	651	1	651	0.0	1202
PX733326.1_53	YP_009098385.1|PL0	97.2	651	18	0	1	651	1	651	0.0	1200
PX906549.1_9	ARK07741.1|GH90	99.4	675	4	0	1	675	1	675	0.0	1271
PX943615.1_45	YP_009098385.1|PL0	54.6	652	291	4	1	648	1	651	1.05e-245	698
PX979744.1_52	YP_009098385.1|PL0	97.2	651	18	0	1	651	1	651	0.0	1189
PX979745.1_53	YP_009098385.1|PL0	97.1	651	19	0	1	651	1	651	0.0	1187
PZ069137.1_64	XDR06003.1|GH90	96.7	675	22	0	1	675	1	675	0.0	1239
REP_KLEO13gp10	XNL98011.1|GH28	56.3	451	176	8	1	448	1	433	7.07e-138	432
REP_OOM_MN342150_206	WYA89931.1|GH90	97.9	487	10	0	1	487	1	487	0.0	945
REP_OOM_MN871502_209	QIO03412.1|GH90	94.2	518	25	1	1	518	1	513	0.0	947
REP_OOM_MW021757_123	WYA89931.1|GH90	97.9	487	10	0	1	487	1	487	0.0	946
REP_OOM_MW355475_67	QIO03412.1|GH90	93.6	518	28	1	1	518	1	513	0.0	937
REP_OOM_NC_031128_115	QIO03412.1|GH90	94.6	518	23	1	1	518	1	513	0.0	947
REP_OOM_NC_042061_132	WYA89931.1|GH90	98.2	487	9	0	1	487	1	487	0.0	946
REP_OOM_NC_049396_161	QIO03412.1|GH90	94.6	518	23	1	1	518	1	513	0.0	946
REP_OOM_NC_049443_203	QIO03412.1|GH90	94.4	518	24	1	1	518	1	513	0.0	946
REP_OOM_NC_049504_6	QIO03412.1|GH90	94.8	518	22	1	1	518	1	513	0.0	947
REP_OOM_OM681507_133	QEI23409.1|GH90	92.7	518	33	1	1	518	1	513	0.0	932
REP_OOM_OP610151_174	WYA89931.1|GH90	98.2	487	9	0	1	487	1	487	0.0	946
REP_OOM_OP828573_111	QIO03412.1|GH90	94.4	518	24	1	1	518	1	513	0.0	946
REP_OOM_OR122688_207	WYA89931.1|GH90	97.9	487	10	0	1	487	1	487	0.0	945
REP_OOM_OR228402_191	QIO03412.1|GH90	46.6	506	135	6	1	375	1	502	8e-114	385
REP_OOM_PP588724_15	QIO03412.1|GH90	94.0	518	26	1	1	518	1	513	0.0	943
REP_OOM_PP761450_176	UJQ70782.1|GH90	60.8	783	246	15	11	782	1	733	1.92e-288	834
